sys.exec.out.time {s},position[0] {m},position[1] {m},velocity[0] {m/s},velocity[1] {m/s},acceleration[0] {m/s2},acceleration[1] {m/s2},force[0] {N},force[1] {N}
50, 0.147603, 14.9628, -0.394769, 1.14181, -0.00936056, -0.799945, -0.0936056, -7.99945
50.1, 0.108089, 15.0734, -0.395567, 1.06181, -0.00686162, -0.799971, -0.0686162, -7.99971
50.2, 0.068505, 15.176, -0.396118, 0.981811, -0.0044031, -0.799988, -0.044031, -7.99988
50.3, 0.0288775, 15.2706, -0.396424, 0.901812, -0.00198116, -0.799998, -0.0198116, -7.99998
50.4, -0.0107699, 15.3572, -0.396491, 0.821812, 0.000407824, -0.8, 0.00407824, -8
50.5, -0.0504133, 15.4357, -0.39632, 0.741812, 0.00276727, -0.799995, 0.0276727, -7.99995
50.6, -0.090029, 15.5063, -0.395915, 0.661813, 0.00510044, -0.799984, 0.0510044, -7.99984
50.7, -0.129594, 15.5689, -0.395278, 0.581816, 0.00741044, -0.799966, 0.0741044, -7.99966
50.8, -0.169084, 15.6235, -0.39441, 0.50182, 0.00970024, -0.799941, 0.0970024, -7.99941
50.9, -0.208478, 15.6701, -0.393315, 0.421828, 0.0119727, -0.79991, 0.119727, -7.9991
51, -0.247752, 15.7087, -0.391994, 0.341839, 0.0142307, -0.799873, 0.142307, -7.99873
51.1, -0.286884, 15.7392, -0.390447, 0.261854, 0.0164768, -0.79983, 0.164768, -7.9983
51.2, -0.32585, 15.7618, -0.388676, 0.181873, 0.0187137, -0.799781, 0.187137, -7.99781
51.3, -0.36463, 15.7764, -0.386682, 0.101898, 0.020944, -0.799726, 0.20944, -7.99726
51.4, -0.4032, 15.783, -0.384465, 0.0219289, 0.0231702, -0.799664, 0.231702, -7.99664
51.5, -0.441539, 15.7816, -0.382026, -0.0580338, 0.025395, -0.799597, 0.25395, -7.99597
51.6, -0.479624, 15.7722, -0.379364, -0.13799, 0.0276208, -0.799523, 0.276208, -7.99523
51.7, -0.517432, 15.7548, -0.376479, -0.217937, 0.0298501, -0.799443, 0.298501, -7.99443
51.8, -0.554942, 15.7294, -0.373371, -0.297877, 0.0320856, -0.799356, 0.320856, -7.99356
51.9, -0.592131, 15.696, -0.37004, -0.377808, 0.0343297, -0.799263, 0.343297, -7.99263
52, -0.628977, 15.6547, -0.366483, -0.457728, 0.0365852, -0.799163, 0.365852, -7.99163
52.1, -0.665457, 15.6053, -0.362699, -0.537639, 0.0388548, -0.799056, 0.388548, -7.99056
52.2, -0.701548, 15.5479, -0.358688, -0.617538, 0.0411411, -0.798941, 0.411411, -7.98941
52.3, -0.737228, 15.4826, -0.354448, -0.697426, 0.043447, -0.798819, 0.43447, -7.98819
52.4, -0.772473, 15.4092, -0.349975, -0.777301, 0.0457755, -0.798689, 0.457755, -7.98689
52.5, -0.807261, 15.3279, -0.345268, -0.857162, 0.0481298, -0.798551, 0.481298, -7.98551
52.6, -0.841567, 15.2386, -0.340324, -0.937009, 0.0505129, -0.798404, 0.505129, -7.98404
52.7, -0.875369, 15.1413, -0.335141, -1.01684, 0.0529283, -0.798247, 0.529283, -7.98247
52.8, -0.90864, 15.036, -0.329713, -1.09666, 0.0553796, -0.798081, 0.553796, -7.98081
52.9, -0.941358, 14.9228, -0.324039, -1.17646, 0.0578705, -0.797904, 0.578705, -7.97904
53, -0.973498, 14.8015, -0.318113, -1.25624, 0.0604051, -0.797716, 0.604051, -7.97716
53.1, -1.00503, 14.6723, -0.31193, -1.336, 0.0629877, -0.797516, 0.629877, -7.97516
53.2, -1.03594, 14.5351, -0.305487, -1.41574, 0.0656229, -0.797304, 0.656229, -7.97304
53.3, -1.06619, 14.39, -0.298777, -1.49545, 0.0683158, -0.797078, 0.683158, -7.97078
53.4, -1.09575, 14.2368, -0.291795, -1.57515, 0.0710715, -0.796837, 0.710715, -7.96837
53.5, -1.12461, 14.0757, -0.284533, -1.65482, 0.0738961, -0.79658, 0.738961, -7.9658
53.6, -1.15272, 13.9067, -0.276984, -1.73446, 0.0767958, -0.796305, 0.767958, -7.96305
53.7, -1.18007, 13.7297, -0.269141, -1.81408, 0.0797775, -0.796012, 0.797775, -7.96012
53.8, -1.20662, 13.5447, -0.260996, -1.89366, 0.0828488, -0.795698, 0.828488, -7.95698
53.9, -1.23234, 13.3517, -0.252537, -1.97321, 0.0860181, -0.795362, 0.860181, -7.95362
54, -1.2572, 13.1508, -0.243756, -2.05273, 0.0892946, -0.795001, 0.892946, -7.95001
54.1, -1.28117, 12.942, -0.234641, -2.13221, 0.0926885, -0.794612, 0.926885, -7.94612
54.2, -1.30421, 12.7252, -0.225179, -2.21165, 0.0962113, -0.794194, 0.962113, -7.94194
54.3, -1.32629, 12.5004, -0.215358, -2.29104, 0.0998755, -0.793741, 0.998755, -7.93741
54.4, -1.34737, 12.2678, -0.205162, -2.37039, 0.103695, -0.793251, 1.03695, -7.93251
54.5, -1.36742, 12.0272, -0.194574, -2.44968, 0.107687, -0.792719, 1.07687, -7.92719
54.6, -1.38638, 11.7786, -0.183577, -2.52892, 0.111869, -0.79214, 1.11869, -7.9214
54.7, -1.40423, 11.5222, -0.17215, -2.6081, 0.116262, -0.791507, 1.16262, -7.91507
54.8, -1.42091, 11.2578, -0.160272, -2.68722, 0.120889, -0.790813, 1.20889, -7.90813
54.9, -1.43639, 10.9855, -0.147916, -2.76626, 0.125777, -0.790051, 1.25777, -7.90051
55, -1.45061, 10.7053, -0.135056, -2.84522, 0.130959, -0.789208, 1.30959, -7.89208
55.1, -1.46351, 10.4173, -0.12166, -2.92409, 0.13647, -0.788274, 1.3647, -7.88274
55.2, -1.47506, 10.1213, -0.107693, -3.00286, 0.142353, -0.787233, 1.42353, -7.87233
55.3, -1.48517, 9.81748, -0.0931145, -3.08152, 0.148658, -0.786067, 1.48658, -7.86067
55.4, -1.49381, 9.50579, -0.0778796, -3.16005, 0.155446, -0.784753, 1.55446, -7.84753
55.5, -1.50088, 9.18626, -0.0619361, -3.23845, 0.162787, -0.783263, 1.62787, -7.83263
55.6, -1.50633, 8.85889, -0.0452242, -3.31668, 0.170767, -0.781562, 1.70767, -7.81562
55.7, -1.51007, 8.52371, -0.0276743, -3.39473, 0.179491, -0.779604, 1.79491, -7.79604
55.8, -1.51202, 8.18073, -0.00920516, -3.47257, 0.189088, -0.777332, 1.89088, -7.77332
55.9, -1.51207, 7.82998, 0.0102789, -3.55016, 0.199716, -0.77467, 1.99716, -7.7467
56, -1.51012, 7.47148, 0.0308918, -3.62746, 0.211578, -0.771515, 2.11578, -7.71515
56.1, -1.50606, 7.10527, 0.0527703, -3.70441, 0.224928, -0.767729, 2.24928, -7.67729
56.2, -1.49975, 6.73138, 0.0760808, -3.78094, 0.240097, -0.763121, 2.40097, -7.63121
56.3, -1.49103, 6.34986, 0.101028, -3.85695, 0.257518, -0.75742, 2.57518, -7.5742
56.4, -1.47974, 5.96077, 0.127867, -3.93231, 0.277769, -0.75023, 2.77769, -7.5023
56.5, -1.46566, 5.56418, 0.156923, -4.00684, 0.301632, -0.740958, 3.01632, -7.40958
56.6, -1.44857, 5.16018, 0.188612, -4.08029, 0.330186, -0.728682, 3.30186, -7.28682
56.7, -1.42817, 4.7489, 0.223484, -4.15228, 0.364935, -0.711914, 3.64935, -7.11914
56.8, -1.40411, 4.3305, 0.262266, -4.22224, 0.407986, -0.688148, 4.07986, -6.88148
56.9, -1.37596, 3.90523, 0.305941, -4.28924, 0.462213, -0.652962, 4.62213, -6.52962
57, -1.34318, 3.47345, 0.355816, -4.35174, 0.531122, -0.598256, 5.31122, -5.98256
57.1, -1.30507, 3.03571, 0.413521, -4.40703, 0.617171, -0.509018, 6.17171, -5.09018
57.2, -1.26078, 2.59294, 0.480574, -4.45035, 0.71449, -0.359866, 7.1449, -3.59866
57.3, -1.20937, 2.14663, 0.556613, -4.47413, 0.790256, -0.124479, 7.90256, -1.24479
57.4, -1.15012, 1.69914, 0.636055, -4.47038, 0.781069, 0.173005, 7.81069, 1.73005
57.5, -1.08315, 1.25334, 0.708789, -4.43806, 0.672547, 0.433222, 6.72547, 4.33222
57.6, -1.00947, 0.811798, 0.768266, -4.38491, 0.531478, 0.597939, 5.31478, 5.97939
57.7, -0.93047, 0.376169, 0.814418, -4.31971, 0.408467, 0.687862, 4.08467, 6.87862
57.8, -0.847358, -0.0526147, 0.849818, -4.24803, 0.313393, 0.73606, 3.13393, 7.3606
57.9, -0.761093, -0.474055, 0.877035, -4.17283, 0.241407, 0.762707, 2.41407, 7.62707
58, -0.6724, -0.887878, 0.898024, -4.09565, 0.186212, 0.778026, 1.86212, 7.78026
58.1, -0.581835, -1.29393, 0.914184, -4.01731, 0.142965, 0.787122, 1.42965, 7.87122
58.2, -0.489834, -1.6921, 0.926514, -3.93827, 0.108304, 0.792635, 1.08304, 7.92635
58.3, -0.396744, -2.08236, 0.93574, -3.85881, 0.0799391, 0.795996, 0.799391, 7.95996
58.4, -0.302851, -2.46465, 0.9424, -3.77909, 0.0562929, 0.798017, 0.562929, 7.98017
58.5, -0.208392, -2.83897, 0.946901, -3.69922, 0.036258, 0.799178, 0.36258, 7.99178
58.6, -0.113568, -3.20529, 0.949559, -3.61927, 0.0190407, 0.799773, 0.190407, 7.99773
58.7, -0.0185524, -3.56362, 0.950623, -3.53928, 0.00406036, 0.79999, 0.0406036, 7.9999
58.8, 0.0765057, -3.91395, 0.950291, -3.45928, -0.00911644, 0.799948, -0.0911644, 7.99948
58.9, 0.171474, -4.25628, 0.948724, -3.37929, -0.0208189, 0.799729, -0.208189, 7.99729
59, 0.266235, -4.59061, 0.946057, -3.29934, -0.0313013, 0.799387, -0.313013, 7.99387
59.1, 0.360684, -4.91695, 0.942399, -3.21942, -0.0407629, 0.798961, -0.407629, 7.98961
59.2, 0.454726, -5.23529, 0.937843, -3.13955, -0.049362, 0.798476, -0.49362, 7.98476
59.3, 0.548275, -5.54566, 0.932468, -3.05973, -0.0572258, 0.797951, -0.572258, 7.97951
59.4, 0.641252, -5.84804, 0.926343, -2.97997, -0.0644578, 0.797399, -0.644578, 7.97399
59.5, 0.733585, -6.14245, 0.919526, -2.90026, -0.0711431, 0.79683, -0.711431, 7.9683
59.6, 0.825207, -6.42889, 0.912066, -2.82061, -0.077352, 0.796252, -0.77352, 7.96252
59.7, 0.916056, -6.70737, 0.904009, -2.74102, -0.0831436, 0.795668, -0.831436, 7.95668
59.8, 1.00607, -6.97789, 0.895394, -2.66148, -0.0885675, 0.795082, -0.885675, 7.95082
59.9, 1.09521, -7.24046, 0.886254, -2.58201, -0.0936658, 0.794498, -0.936658, 7.94498
60, 1.1834, -7.49509, 0.876621, -2.50259, -0.0984747, 0.793916, -0.984747, 7.93916
60.1, 1.27061, -7.74178, 0.866521, -2.42323, -0.103025, 0.793338, -1.03025, 7.93338
60.2, 1.35679, -7.98053, 0.855979, -2.34393, -0.107344, 0.792766, -1.07344, 7.92766
60.3, 1.4419, -8.21136, 0.845017, -2.26468, -0.111455, 0.792198, -1.11455, 7.92198
60.4, 1.5259, -8.43426, 0.833654, -2.18549, -0.115377, 0.791636, -1.15377, 7.91636
60.5, 1.60874, -8.64925, 0.821909, -2.10636, -0.11913, 0.79108, -1.1913, 7.9108
60.6, 1.69038, -8.85633, 0.809797, -2.02728, -0.122729, 0.79053, -1.22729, 7.9053
60.7, 1.77081, -9.0555, 0.797332, -1.94826, -0.126188, 0.789985, -1.26188, 7.89985
60.8, 1.84997, -9.24677, 0.784529, -1.86929, -0.129519, 0.789446, -1.29519, 7.89446
60.9, 1.92783, -9.43015, 0.7714, -1.79037, -0.132735, 0.788912, -1.32735, 7.88912
61, 2.00437, -9.60563, 0.757954, -1.71151, -0.135844, 0.788382, -1.35844, 7.88382
61.1, 2.07955, -9.77324, 0.744203, -1.6327, -0.138856, 0.787857, -1.38856, 7.87857
61.2, 2.15334, -9.93296, 0.730156, -1.55395, -0.14178, 0.787336, -1.4178, 7.87336
61.3, 2.22571, -10.0848, 0.715821, -1.47524, -0.144622, 0.786819, -1.44622, 7.86819
61.4, 2.29664, -10.2288, 0.701206, -1.39659, -0.14739, 0.786305, -1.4739, 7.86305
61.5, 2.36609, -10.3649, 0.686318, -1.31798, -0.15009, 0.785795, -1.5009, 7.85795
61.6, 2.43404, -10.4932, 0.671164, -1.23943, -0.152727, 0.785286, -1.52727, 7.85286
61.7, 2.50047, -10.6136, 0.655749, -1.16093, -0.155307, 0.78478, -1.55307, 7.8478
61.8, 2.56534, -10.7262, 0.640079, -1.08248, -0.157834, 0.784276, -1.57834, 7.84276
61.9, 2.62863, -10.8309, 0.624159, -1.00408, -0.160314, 0.783773, -1.60314, 7.83773
62, 2.69032, -10.9278, 0.607993, -0.925732, -0.16275, 0.78327, -1.6275, 7.8327
62.1, 2.75039, -11.0168, 0.591586, -0.847433, -0.165147, 0.782769, -1.65147, 7.82769
62.2, 2.8088, -11.098, 0.574941, -0.769184, -0.167508, 0.782267, -1.67508, 7.82267
62.3, 2.86553, -11.1714, 0.558062, -0.690985, -0.169836, 0.781764, -1.69836, 7.81764
62.4, 2.92057, -11.237, 0.540952, -0.612836, -0.172135, 0.781261, -1.72135, 7.81261
62.5, 2.97389, -11.2948, 0.523613, -0.534737, -0.174409, 0.780757, -1.74409, 7.80757
62.6, 3.02546, -11.3447, 0.506048, -0.456689, -0.17666, 0.780251, -1.7666, 7.80251
62.7, 3.07527, -11.3869, 0.488259, -0.378692, -0.17889, 0.779742, -1.7889, 7.79742
62.8, 3.12328, -11.4213, 0.470248, -0.300746, -0.181104, 0.779231, -1.81104, 7.79231
62.9, 3.16949, -11.4478, 0.452017, -0.222851, -0.183303, 0.778717, -1.83303, 7.78717
63, 3.21386, -11.4666, 0.433566, -0.145008, -0.18549, 0.778199, -1.8549, 7.78199
63.1, 3.25638, -11.4776, 0.414897, -0.0672168, -0.187668, 0.777677, -1.87668, 7.77677
63.2, 3.29702, -11.4808, 0.396011, 0.0105219, -0.189839, 0.777149, -1.89839, 7.77149
63.3, 3.33577, -11.4763, 0.376908, 0.0882076, -0.192005, 0.776617, -1.92005, 7.76617
63.4, 3.37259, -11.464, 0.357588, 0.16584, -0.19417, 0.776079, -1.9417, 7.76079
63.5, 3.40747, -11.4439, 0.338052, 0.243418, -0.196335, 0.775534, -1.96335, 7.75534
63.6, 3.44039, -11.4161, 0.3183, 0.320941, -0.198503, 0.774982, -1.98503, 7.74982
63.7, 3.47132, -11.3805, 0.29833, 0.398408, -0.200677, 0.774422, -2.00677, 7.74422
63.8, 3.50025, -11.3372, 0.278142, 0.475819, -0.202859, 0.773853, -2.02859, 7.73853
63.9, 3.52715, -11.2861, 0.257736, 0.553173, -0.205051, 0.773275, -2.05051, 7.73275
64, 3.55199, -11.2273, 0.237109, 0.630468, -0.207256, 0.772687, -2.07256, 7.72687
64.1, 3.57477, -11.1608, 0.216262, 0.707704, -0.209477, 0.772088, -2.09477, 7.72088
64.2, 3.59545, -11.0865, 0.195191, 0.784879, -0.211717, 0.771477, -2.11717, 7.71477
64.3, 3.61401, -11.0046, 0.173895, 0.861992, -0.213977, 0.770853, -2.13977, 7.70853
64.4, 3.63043, -10.9149, 0.152372, 0.939043, -0.216262, 0.770215, -2.16262, 7.70215
64.5, 3.64469, -10.8175, 0.130619, 1.01603, -0.218575, 0.769562, -2.18575, 7.69562
64.6, 3.65677, -10.7125, 0.108633, 1.09295, -0.220918, 0.768892, -2.20918, 7.68892
64.7, 3.66663, -10.5997, 0.0864106, 1.1698, -0.223295, 0.768205, -2.23295, 7.68205
64.8, 3.67427, -10.4793, 0.0639486, 1.24658, -0.225709, 0.767499, -2.25709, 7.67499
64.9, 3.67964, -10.3512, 0.041243, 1.32329, -0.228166, 0.766773, -2.28166, 7.66773
65, 3.68274, -10.2154, 0.0182892, 1.39993, -0.230667, 0.766024, -2.30667, 7.66024
65.1, 3.68352, -10.072, -0.00491746, 1.47649, -0.233219, 0.765251, -2.33219, 7.65251
65.2, 3.68198, -9.92087, -0.0283823, 1.55297, -0.235826, 0.764452, -2.35826, 7.64452
65.3, 3.67807, -9.76213, -0.052111, 1.62937, -0.238492, 0.763624, -2.38492, 7.63624
65.4, 3.67178, -9.59576, -0.0761099, 1.70568, -0.241224, 0.762765, -2.41224, 7.62765
65.5, 3.66308, -9.42176, -0.100386, 1.78191, -0.244027, 0.761873, -2.44027, 7.61873
65.6, 3.65194, -9.24014, -0.124946, 1.85805, -0.246909, 0.760944, -2.46909, 7.60944
65.7, 3.63833, -9.05091, -0.1498, 1.93409, -0.249875, 0.759975, -2.49875, 7.59975
65.8, 3.62222, -8.85409, -0.174955, 2.01003, -0.252935, 0.758963, -2.52935, 7.58963
65.9, 3.60358, -8.64967, -0.200421, 2.08587, -0.256096, 0.757902, -2.56096, 7.57902
66, 3.58238, -8.43767, -0.22621, 2.1616, -0.259369, 0.756788, -2.59369, 7.56788
66.1, 3.55859, -8.21811, -0.252332, 2.23721, -0.262764, 0.755616, -2.62764, 7.55616
66.2, 3.53217, -7.99099, -0.278802, 2.31271, -0.266294, 0.754379, -2.66294, 7.54379
66.3, 3.50308, -7.75633, -0.305632, 2.38808, -0.269971, 0.753071, -2.69971, 7.53071
66.4, 3.4713, -7.51413, -0.332839, 2.46331, -0.273811, 0.751683, -2.73811, 7.51683
66.5, 3.43678, -7.26442, -0.36044, 2.53839, -0.277831, 0.750207, -2.77831, 7.50207
66.6, 3.39948, -7.00721, -0.388453, 2.61333, -0.28205, 0.74863, -2.8205, 7.4863
66.7, 3.35935, -6.74251, -0.4169, 2.6881, -0.286492, 0.746942, -2.86492, 7.46942
66.8, 3.31637, -6.47034, -0.445805, 2.7627, -0.29118, 0.745127, -2.9118, 7.45127
66.9, 3.27047, -6.19072, -0.475194, 2.8371, -0.296144, 0.743168, -2.96144, 7.43168
67, 3.22161, -5.90367, -0.505096, 2.9113, -0.30142, 0.741044, -3.0142, 7.41044
67.1, 3.16973, -5.60921, -0.535544, 2.98528, -0.307045, 0.738731, -3.07045, 7.38731
67.2, 3.11479, -5.30736, -0.566576, 3.05902, -0.313067, 0.736199, -3.13067, 7.36199
67.3, 3.05671, -4.99815, -0.598235, 3.13249, -0.319542, 0.733412, -3.19542, 7.33412
67.4, 2.99544, -4.68161, -0.630569, 3.20566, -0.326535, 0.730325, -3.26535, 7.30325
67.5, 2.9309, -4.35776, -0.663635, 3.27851, -0.334126, 0.726884, -3.34126, 7.26884
67.6, 2.86302, -4.02664, -0.697497, 3.35099, -0.34241, 0.723018, -3.4241, 7.23018
67.7, 2.79171, -3.6883, -0.732231, 3.42305, -0.351505, 0.71864, -3.51505, 7.1864
67.8, 2.71689, -3.34277, -0.767926, 3.49465, -0.361557, 0.713636, -3.61557, 7.13636
67.9, 2.63845, -2.9901, -0.804687, 3.5657, -0.372748, 0.707855, -3.72748, 7.07855
68, 2.55629, -2.63036, -0.84264, 3.63612, -0.385307, 0.701098, -3.85307, 7.01098
68.1, 2.47027, -2.2636, -0.881938, 3.7058, -0.399528, 0.693092, -3.99528, 6.93092
68.2, 2.38025, -1.88992, -0.922767, 3.7746, -0.415796, 0.683457, -4.15796, 6.83457
68.3, 2.28607, -1.5094, -0.965357, 3.84232, -0.434611, 0.67165, -4.34611, 6.7165
68.4, 2.18755, -1.12217, -1.01, 3.9087, -0.456643, 0.656869, -4.56643, 6.56869
68.5, 2.08445, -0.728372, -1.05706, 3.97338, -0.482789, 0.637899, -4.82789, 6.37899
68.6, 1.97652, -0.328201, -1.10702, 4.03585, -0.51425, 0.612819, -5.1425, 6.12819
68.7, 1.86344, 0.0780896, -1.16049, 4.09534, -0.552597, 0.578477, -5.52597, 5.78477
68.8, 1.74483, 0.490153, -1.21826, 4.15065, -0.599693, 0.529498, -5.99693, 5.29498
68.9, 1.62022, 0.907493, -1.2813, 4.19983, -0.65701, 0.45644, -6.5701, 4.5644
69, 1.48903, 1.32936, -1.35058, 4.23966, -0.722747, 0.342983, -7.22747, 3.42983
69.1, 1.35061, 1.75461, -1.42632, 4.26481, -0.782759, 0.16519, -7.82759, 1.6519
69.2, 1.2044, 2.18144, -1.50591, 4.26785, -0.79487, -0.0904495, -7.9487, -0.904495
69.3, 1.05034, 2.60734, -1.58146, 4.24299, -0.706898, -0.37456, -7.06898, -3.7456
69.4, 0.889265, 3.02956, -1.64332, 4.19286, -0.5407, -0.589613, -5.407, -5.89613
69.5, 0.722788, 3.44596, -1.68794, 4.12671, -0.372736, -0.707861, -3.72736, -7.07861
69.6, 0.552552, 3.85534, -1.71757, 4.05252, -0.239615, -0.763272, -2.39615, -7.63272
69.7, 0.379892, 4.25711, -1.73587, 3.97469, -0.141077, -0.787462, -1.41077, -7.87462
69.8, 0.205799, 4.65101, -1.74579, 3.89533, -0.068129, -0.797094, -0.68129, -7.97094
69.9, 0.0310113, 5.03695, -1.74944, 3.81543, -0.0129384, -0.799895, -0.129384, -7.99895
70, -0.143916, 5.4149, -1.7483, 3.73545, 0.0299259, -0.79944, 0.299259, -7.9944
70.1, -0.318552, 5.78485, -1.74336, 3.65561, 0.0640614, -0.797431, 0.640614, -7.97431
70.2, -0.492552, 6.14682, -1.73538, 3.57601, 0.0918604, -0.794709, 0.918604, -7.94709
70.3, -0.665637, 6.50085, -1.7249, 3.4967, 0.114944, -0.791699, 1.14944, -7.91699
70.4, -0.837576, 6.84696, -1.7123, 3.4177, 0.134439, -0.788623, 1.34439, -7.88623
70.5, -1.00817, 7.18519, -1.69792, 3.33901, 0.151146, -0.785592, 1.51146, -7.85592
70.6, -1.17726, 7.51556, -1.68199, 3.26061, 0.165647, -0.782663, 1.65647, -7.82663
70.7, -1.34469, 7.83811, -1.66471, 3.1825, 0.178374, -0.779861, 1.78374, -7.79861
70.8, -1.51034, 8.15285, -1.64624, 3.10466, 0.189656, -0.777194, 1.89656, -7.77194
70.9, -1.6741, 8.45982, -1.62672, 3.02708, 0.199743, -0.774663, 1.99743, -7.74663
71, -1.83585, 8.75905, -1.60623, 2.94975, 0.208833, -0.772262, 2.08833, -7.72262
71.1, -1.99552, 9.05055, -1.58489, 2.87265, 0.217083, -0.769984, 2.17083, -7.69984
71.2, -2.15302, 9.33436, -1.56276, 2.79577, 0.224616, -0.76782, 2.24616, -7.6782
71.3, -2.30828, 9.61048, -1.53992, 2.7191, 0.231535, -0.765762, 2.31535, -7.65762
71.4, -2.46121, 9.87895, -1.51641, 2.64263, 0.237923, -0.763801, 2.37923, -7.63801
71.5, -2.61177, 10.1398, -1.49228, 2.56636, 0.243849, -0.76193, 2.43849, -7.6193
71.6, -2.7599, 10.393, -1.46759, 2.49026, 0.249371, -0.760141, 2.49371, -7.60141
71.7, -2.90552, 10.6386, -1.44237, 2.41434, 0.254536, -0.758427, 2.54536, -7.58427
71.8, -3.04861, 10.8766, -1.41665, 2.33859, 0.259387, -0.756782, 2.59387, -7.56782
71.9, -3.1891, 11.1071, -1.39045, 2.263, 0.263957, -0.7552, 2.63957, -7.552
72, -3.32695, 11.33, -1.36382, 2.18757, 0.268278, -0.753676, 2.68278, -7.53676
72.1, -3.46212, 11.5453, -1.33676, 2.11228, 0.272375, -0.752205, 2.72375, -7.52205
72.2, -3.59456, 11.7532, -1.30931, 2.03714, 0.276271, -0.750782, 2.76271, -7.50782
72.3, -3.72424, 11.9535, -1.28148, 1.96214, 0.279986, -0.749405, 2.79986, -7.49405
72.4, -3.85112, 12.1464, -1.25328, 1.88727, 0.283538, -0.748068, 2.83538, -7.48068
72.5, -3.97517, 12.3317, -1.22474, 1.81253, 0.28694, -0.74677, 2.8694, -7.4677
72.6, -4.09635, 12.5096, -1.19587, 1.73793, 0.290208, -0.745506, 2.90208, -7.45506
72.7, -4.21462, 12.6801, -1.16667, 1.66344, 0.293353, -0.744274, 2.93353, -7.44274
72.8, -4.32996, 12.8431, -1.13717, 1.58908, 0.296386, -0.743072, 2.96386, -7.43072
72.9, -4.44234, 12.9986, -1.10737, 1.51484, 0.299317, -0.741896, 2.99317, -7.41896
73, -4.55173, 13.1468, -1.07728, 1.44072, 0.302154, -0.740745, 3.02154, -7.40745
73.1, -4.65809, 13.2875, -1.04691, 1.3667, 0.304905, -0.739617, 3.04905, -7.39617
73.2, -4.76141, 13.4209, -1.01627, 1.2928, 0.307578, -0.738509, 3.07578, -7.38509
73.3, -4.86164, 13.5468, -0.985371, 1.21901, 0.31018, -0.73742, 3.1018, -7.3742
73.4, -4.95878, 13.6654, -0.954214, 1.14533, 0.312715, -0.736349, 3.12715, -7.36349
73.5, -5.05279, 13.7766, -0.922805, 1.07175, 0.31519, -0.735293, 3.1519, -7.35293
73.6, -5.14365, 13.8805, -0.891153, 0.99828, 0.317609, -0.734251, 3.17609, -7.34251
73.7, -5.23133, 13.977, -0.859261, 0.924912, 0.319978, -0.733222, 3.19978, -7.33222
73.8, -5.31581, 14.0662, -0.827135, 0.851646, 0.3223, -0.732204, 3.223, -7.32204
73.9, -5.39707, 14.1481, -0.79478, 0.778481, 0.324581, -0.731196, 3.24581, -7.31196
74, -5.47509, 14.2227, -0.762198, 0.705416, 0.326822, -0.730197, 3.26822, -7.30197
74.1, -5.54983, 14.2899, -0.729394, 0.632451, 0.329028, -0.729205, 3.29028, -7.29205
74.2, -5.62129, 14.3499, -0.696372, 0.559585, 0.331203, -0.72822, 3.31203, -7.2822
74.3, -5.68943, 14.4026, -0.663133, 0.486817, 0.333349, -0.72724, 3.33349, -7.2724
74.4, -5.75424, 14.448, -0.629681, 0.414146, 0.33547, -0.726264, 3.3547, -7.26264
74.5, -5.8157, 14.4861, -0.596019, 0.341573, 0.337567, -0.725292, 3.37567, -7.25292
74.6, -5.87378, 14.517, -0.562147, 0.269098, 0.339645, -0.724321, 3.39645, -7.24321
74.7, -5.92846, 14.5407, -0.52807, 0.196719, 0.341705, -0.723352, 3.41705, -7.23352
