sys.exec.out.time {s},position[0] {m},position[1] {m},velocity[0] {m/s},velocity[1] {m/s},acceleration[0] {m/s2},acceleration[1] {m/s2},force[0] {N},force[1] {N}
74.8, -5.97972, 14.5571, -0.493786, 0.124437, 0.343751, -0.722382, 3.43751, -7.22382
74.9, -6.02755, 14.5663, -0.459299, 0.0522523, 0.345783, -0.721411, 3.45783, -7.21411
75, -6.07192, 14.5683, -0.42461, -0.0198353, 0.347806, -0.720438, 3.47806, -7.20438
75.1, -6.11282, 14.563, -0.389718, -0.0918255, 0.349821, -0.719462, 3.49821, -7.19462
75.2, -6.15021, 14.5506, -0.354626, -0.163718, 0.35183, -0.718481, 3.5183, -7.18481
75.3, -6.18409, 14.531, -0.319332, -0.235512, 0.353837, -0.717495, 3.53837, -7.17495
75.4, -6.21442, 14.5042, -0.283838, -0.307207, 0.355842, -0.716503, 3.55842, -7.16503
75.5, -6.2412, 14.4703, -0.248144, -0.378802, 0.357848, -0.715503, 3.57848, -7.15503
75.6, -6.2644, 14.4292, -0.212248, -0.450297, 0.359858, -0.714494, 3.59858, -7.14494
75.7, -6.28401, 14.3809, -0.176152, -0.521691, 0.361874, -0.713476, 3.61874, -7.13476
75.8, -6.29999, 14.3256, -0.139853, -0.592982, 0.363898, -0.712445, 3.63898, -7.12445
75.9, -6.31233, 14.2631, -0.103352, -0.664169, 0.365932, -0.711403, 3.65932, -7.11403
76, -6.32102, 14.1935, -0.0666461, -0.735251, 0.367979, -0.710346, 3.67979, -7.10346
76.1, -6.32602, 14.1167, -0.0297349, -0.806227, 0.370041, -0.709274, 3.70041, -7.09274
76.2, -6.32733, 14.0329, 0.00738348, -0.877095, 0.372121, -0.708185, 3.72121, -7.08185
76.3, -6.32491, 13.942, 0.044711, -0.947852, 0.374222, -0.707077, 3.74222, -7.07077
76.4, -6.31875, 13.8441, 0.0822498, -1.0185, 0.376346, -0.705949, 3.76346, -7.05949
76.5, -6.30883, 13.739, 0.120002, -1.08903, 0.378496, -0.704798, 3.78496, -7.04798
76.6, -6.29513, 13.627, 0.157972, -1.15945, 0.380675, -0.703624, 3.80675, -7.03624
76.7, -6.27761, 13.5079, 0.196161, -1.22974, 0.382887, -0.702423, 3.82887, -7.02423
76.8, -6.25627, 13.3817, 0.234573, -1.29992, 0.385134, -0.701193, 3.85134, -7.01193
76.9, -6.23107, 13.2486, 0.273211, -1.36997, 0.387421, -0.699932, 3.87421, -6.99932
77, -6.20201, 13.1084, 0.312081, -1.43989, 0.389751, -0.698637, 3.89751, -6.98637
77.1, -6.16904, 12.9613, 0.351187, -1.50968, 0.392128, -0.697306, 3.92128, -6.97306
77.2, -6.13215, 12.8072, 0.390533, -1.57934, 0.394558, -0.695934, 3.94558, -6.95934
77.3, -6.09132, 12.6461, 0.430125, -1.64885, 0.397043, -0.694519, 3.97043, -6.94519
77.4, -6.04652, 12.4781, 0.469969, -1.71822, 0.399591, -0.693056, 3.99591, -6.93056
77.5, -5.99772, 12.3032, 0.510071, -1.78745, 0.402207, -0.691542, 4.02207, -6.91542
77.6, -5.9449, 12.1213, 0.550439, -1.85651, 0.404896, -0.689971, 4.04896, -6.89971
77.7, -5.88803, 11.9326, 0.59108, -1.92542, 0.407665, -0.688338, 4.07665, -6.88338
77.8, -5.82708, 11.7369, 0.632003, -1.99416, 0.410523, -0.686637, 4.10523, -6.86637
77.9, -5.76203, 11.5344, 0.673217, -2.06273, 0.413478, -0.684862, 4.13478, -6.84862
78, -5.69284, 11.3251, 0.714732, -2.13111, 0.416537, -0.683006, 4.16537, -6.83006
78.1, -5.61949, 11.1089, 0.75656, -2.19931, 0.419713, -0.681059, 4.19713, -6.81059
78.2, -5.54194, 10.8859, 0.798711, -2.2673, 0.423015, -0.679013, 4.23015, -6.79013
78.3, -5.46016, 10.6561, 0.841201, -2.33509, 0.426458, -0.676856, 4.26458, -6.76856
78.4, -5.37411, 10.4196, 0.884043, -2.40265, 0.430054, -0.674576, 4.30054, -6.74576
78.5, -5.28376, 10.1763, 0.927254, -2.46997, 0.433822, -0.67216, 4.33822, -6.7216
78.6, -5.18908, 9.92627, 0.970853, -2.53705, 0.437778, -0.669589, 4.37778, -6.69589
78.7, -5.09002, 9.66955, 1.01486, -2.60386, 0.441945, -0.666847, 4.41945, -6.66847
78.8, -4.98654, 9.40617, 1.05929, -2.67038, 0.446347, -0.663909, 4.46347, -6.63909
78.9, -4.87859, 9.13615, 1.10418, -2.7366, 0.451011, -0.660749, 4.51011, -6.60749
79, -4.76614, 8.85952, 1.14955, -2.80249, 0.45597, -0.657337, 4.5597, -6.57337
79.1, -4.64912, 8.57632, 1.19544, -2.86803, 0.461262, -0.653634, 4.61262, -6.53634
79.2, -4.52749, 8.28658, 1.24187, -2.93317, 0.466932, -0.649595, 4.66932, -6.49595
79.3, -4.40119, 7.99035, 1.2889, -2.99789, 0.473033, -0.645166, 4.73033, -6.45166
79.4, -4.27016, 7.68766, 1.33656, -3.06214, 0.479628, -0.640279, 4.79628, -6.40279
79.5, -4.13434, 7.37858, 1.38491, -3.12587, 0.486793, -0.634848, 4.86793, -6.34848
79.6, -3.99364, 7.06314, 1.43401, -3.18903, 0.494619, -0.62877, 4.94619, -6.2877
79.7, -3.848, 6.74142, 1.48394, -3.25154, 0.503219, -0.621909, 5.03219, -6.21909
79.8, -3.69733, 6.41348, 1.53478, -3.31331, 0.512731, -0.61409, 5.12731, -6.1409
79.9, -3.54153, 6.0794, 1.58663, -3.37423, 0.523328, -0.605085, 5.23328, -6.05085
80, -3.38049, 5.73927, 1.6396, -3.43418, 0.535227, -0.594586, 5.35227, -5.94586
80.1, -3.2141, 5.3932, 1.69385, -3.49297, 0.548703, -0.582173, 5.48703, -5.82173
80.2, -3.04222, 5.04131, 1.74955, -3.55039, 0.564108, -0.567259, 5.64108, -5.67259
80.3, -2.8647, 4.68374, 1.80692, -3.60615, 0.581894, -0.548999, 5.81894, -5.48999
80.4, -2.68136, 4.32069, 1.86622, -3.65983, 0.602639, -0.526143, 6.02639, -5.26143
80.5, -2.49198, 3.95239, 1.92779, -3.7109, 0.627065, -0.496779, 6.27065, -4.96779
80.6, -2.29634, 3.57912, 1.99205, -3.75853, 0.656007, -0.457881, 6.56007, -4.57881
80.7, -2.09412, 3.20129, 2.05949, -3.80153, 0.69021, -0.404488, 6.9021, -4.04488
80.8, -1.88501, 2.81943, 2.13064, -3.83802, 0.729542, -0.328282, 7.29542, -3.28282
80.9, -1.66859, 2.43432, 2.20586, -3.86502, 0.77042, -0.215529, 7.7042, -2.15529
81, -1.44448, 2.0471, 2.28467, -3.87784, 0.798633, -0.04674, 7.98633, -0.4674
81.1, -1.21243, 1.65947, 2.36398, -3.87002, 0.777165, 0.189775, 7.77165, 1.89775
81.2, -0.972682, 1.27376, 2.43606, -3.83635, 0.65849, 0.454303, 6.5849, 4.54303
81.3, -0.726422, 0.892542, 2.49132, -3.77907, 0.459824, 0.654646, 4.59824, 6.54646
81.4, -0.475561, 0.517784, 2.52614, -3.70732, 0.26196, 0.755895, 2.6196, 7.55895
81.5, -0.222042, 0.150532, 2.54348, -3.62935, 0.108187, 0.792651, 1.08187, 7.92651
81.6, 0.0325948, -0.208816, 2.5479, -3.54954, -0.00261932, 0.799996, -0.0261932, 7.99996
81.7, 0.287231, -0.560174, 2.54304, -3.46972, -0.0824889, 0.795736, -0.824889, 7.95736
81.8, 0.541059, -0.903578, 2.5314, -3.39058, -0.141511, 0.787385, -1.41511, 7.87385
81.9, 0.793483, -1.23911, 2.51468, -3.31236, -0.186446, 0.77797, -1.86446, 7.7797
82, 1.04405, -1.56686, 2.49404, -3.23508, -0.221636, 0.768685, -2.21636, 7.68685
82.1, 1.29241, -1.88692, 2.47027, -3.1587, -0.249892, 0.75997, -2.49892, 7.5997
82.2, 1.53827, -2.19939, 2.44397, -3.08315, -0.273075, 0.751951, -2.73075, 7.51951
82.3, 1.78141, -2.50433, 2.41557, -3.00836, -0.292451, 0.744629, -2.92451, 7.44629
82.4, 2.02162, -2.80183, 2.3854, -2.93427, -0.308908, 0.737954, -3.08908, 7.37954
82.5, 2.25874, -3.09194, 2.35371, -2.86081, -0.32308, 0.73186, -3.2308, 7.3186
82.6, 2.49264, -3.37474, 2.32071, -2.78794, -0.335432, 0.726282, -3.35432, 7.26282
82.7, 2.72318, -3.65027, 2.28656, -2.71559, -0.346312, 0.721157, -3.46312, 7.21157
82.8, 2.95026, -3.9186, 2.25139, -2.64374, -0.355987, 0.716431, -3.55987, 7.16431
82.9, 3.17379, -4.17975, 2.2153, -2.57234, -0.364661, 0.712055, -3.64661, 7.12055
83, 3.39366, -4.43379, 2.1784, -2.50136, -0.372497, 0.707987, -3.72497, 7.07987
83.1, 3.60981, -4.68075, 2.14075, -2.43077, -0.379622, 0.704193, -3.79622, 7.04193
83.2, 3.82217, -4.92066, 2.10243, -2.36055, -0.386141, 0.700639, -3.86141, 7.00639
83.3, 4.03067, -5.15357, 2.06348, -2.29067, -0.392137, 0.697301, -3.92137, 6.97301
83.4, 4.23524, -5.3795, 2.02396, -2.22112, -0.397681, 0.694154, -3.97681, 6.94154
83.5, 4.43584, -5.5985, 1.9839, -2.15187, -0.402831, 0.691178, -4.02831, 6.91178
83.6, 4.63241, -5.81058, 1.94335, -2.08291, -0.407634, 0.688356, -4.07634, 6.88356
83.7, 4.8249, -6.01578, 1.90234, -2.01422, -0.412132, 0.685673, -4.12132, 6.85673
83.8, 5.01327, -6.21412, 1.86089, -1.94579, -0.41636, 0.683114, -4.1636, 6.83114
83.9, 5.19748, -6.40563, 1.81903, -1.87762, -0.420346, 0.680668, -4.20346, 6.80668
84, 5.37749, -6.59033, 1.77679, -1.80968, -0.424117, 0.678325, -4.24117, 6.78325
84.1, 5.55325, -6.76825, 1.73418, -1.74197, -0.427695, 0.676075, -4.27695, 6.76075
84.2, 5.72474, -6.93941, 1.69122, -1.67449, -0.4311, 0.673909, -4.311, 6.73909
84.3, 5.89192, -7.10383, 1.64793, -1.60721, -0.434347, 0.67182, -4.34347, 6.7182
84.4, 6.05475, -7.26153, 1.60433, -1.54014, -0.437452, 0.669802, -4.37452, 6.69802
84.5, 6.21321, -7.41253, 1.56042, -1.47327, -0.440429, 0.667849, -4.40429, 6.67849
84.6, 6.36726, -7.55685, 1.51622, -1.40659, -0.443289, 0.665954, -4.43289, 6.65954
84.7, 6.51689, -7.69452, 1.47173, -1.34009, -0.446041, 0.664114, -4.46041, 6.64114
84.8, 6.66205, -7.82554, 1.42698, -1.27378, -0.448697, 0.662323, -4.48697, 6.62323
84.9, 6.80272, -7.94994, 1.38197, -1.20764, -0.451263, 0.660577, -4.51263, 6.60577
85, 6.93888, -8.06774, 1.33671, -1.14168, -0.453748, 0.658873, -4.53748, 6.58873
85.1, 7.07051, -8.17894, 1.2912, -1.07589, -0.456158, 0.657206, -4.56158, 6.57206
85.2, 7.19757, -8.28358, 1.24546, -1.01026, -0.458499, 0.655575, -4.58499, 6.55575
85.3, 7.32005, -8.38166, 1.19948, -0.944786, -0.460778, 0.653975, -4.60778, 6.53975
85.4, 7.43792, -8.47319, 1.15328, -0.879475, -0.462999, 0.652404, -4.62999, 6.52404
85.5, 7.55116, -8.55821, 1.10686, -0.81432, -0.465168, 0.65086, -4.65168, 6.5086
85.6, 7.65975, -8.63671, 1.06023, -0.749317, -0.467287, 0.64934, -4.67287, 6.4934
85.7, 7.76367, -8.70873, 1.01338, -0.684466, -0.469363, 0.647842, -4.69363, 6.47842
85.8, 7.86289, -8.77426, 0.966334, -0.619763, -0.471397, 0.646363, -4.71397, 6.46363
85.9, 7.9574, -8.83333, 0.919084, -0.555208, -0.473394, 0.644901, -4.73394, 6.44901
86, 8.04718, -8.88595, 0.871636, -0.490797, -0.475358, 0.643455, -4.75358, 6.43455
86.1, 8.1322, -8.93214, 0.823994, -0.42653, -0.47729, 0.642023, -4.7729, 6.42023
86.2, 8.21245, -8.9719, 0.77616, -0.362406, -0.479195, 0.640603, -4.79195, 6.40603
86.3, 8.2879, -9.00526, 0.728137, -0.298424, -0.481074, 0.639193, -4.81074, 6.39193
86.4, 8.35855, -9.03223, 0.679927, -0.234581, -0.482931, 0.637791, -4.82931, 6.37791
86.5, 8.42436, -9.05282, 0.631533, -0.170879, -0.484767, 0.636397, -4.84767, 6.36397
86.6, 8.48533, -9.06705, 0.582956, -0.107316, -0.486586, 0.635007, -4.86586, 6.35007
86.7, 8.54144, -9.07493, 0.534198, -0.0438914, -0.488389, 0.633622, -4.88389, 6.33622
86.8, 8.59265, -9.07647, 0.485261, 0.0193947, -0.490178, 0.632238, -4.90178, 6.32238
86.9, 8.63897, -9.07168, 0.436145, 0.0825425, -0.491956, 0.630856, -4.91956, 6.30856
87, 8.68037, -9.06059, 0.386852, 0.145552, -0.493726, 0.629472, -4.93726, 6.29472
87.1, 8.71683, -9.04321, 0.337383, 0.208423, -0.495487, 0.628086, -4.95487, 6.28086
87.2, 8.74834, -9.01954, 0.287737, 0.271155, -0.497244, 0.626696, -4.97244, 6.26696
87.3, 8.77487, -8.98961, 0.237917, 0.333748, -0.498997, 0.625301, -4.98997, 6.25301
87.4, 8.79641, -8.95342, 0.18792, 0.396201, -0.500749, 0.623899, -5.00749, 6.23899
87.5, 8.81295, -8.911, 0.137749, 0.458514, -0.502502, 0.622488, -5.02502, 6.22488
87.6, 8.82446, -8.86235, 0.0874024, 0.520684, -0.504257, 0.621067, -5.04257, 6.21067
87.7, 8.83093, -8.80748, 0.03688, 0.582712, -0.506017, 0.619634, -5.06017, 6.19634
87.8, 8.83234, -8.74643, -0.0138188, 0.644596, -0.507783, 0.618188, -5.07783, 6.18188
87.9, 8.82867, -8.67919, -0.0646946, 0.706335, -0.509558, 0.616726, -5.09558, 6.16726
88, 8.8199, -8.60578, -0.115749, 0.767926, -0.511343, 0.615246, -5.11343, 6.15246
88.1, 8.80602, -8.52622, -0.166982, 0.829369, -0.513141, 0.613747, -5.13141, 6.13747
88.2, 8.78701, -8.44053, -0.218395, 0.89066, -0.514954, 0.612227, -5.14954, 6.12227
88.3, 8.76285, -8.34871, -0.269991, 0.951798, -0.516785, 0.610683, -5.16785, 6.10683
88.4, 8.73352, -8.25078, -0.321771, 1.01278, -0.518634, 0.609113, -5.18634, 6.09113
88.5, 8.69901, -8.14677, -0.373738, 1.0736, -0.520506, 0.607514, -5.20506, 6.07514
88.6, 8.65929, -8.03668, -0.425892, 1.13427, -0.522402, 0.605884, -5.22402, 6.05884
88.7, 8.61435, -7.92053, -0.478238, 1.19476, -0.524326, 0.60422, -5.24326, 6.0422
88.8, 8.56416, -7.79833, -0.530778, 1.25509, -0.52628, 0.602519, -5.2628, 6.02519
88.9, 8.50871, -7.67012, -0.583515, 1.31525, -0.528267, 0.600778, -5.28267, 6.00778
89, 8.44798, -7.53589, -0.636453, 1.37523, -0.530291, 0.598992, -5.30291, 5.98992
89.1, 8.38194, -7.39567, -0.689595, 1.43503, -0.532355, 0.597159, -5.32355, 5.97159
89.2, 8.31059, -7.24949, -0.742946, 1.49464, -0.534462, 0.595273, -5.34462, 5.95273
89.3, 8.23388, -7.09735, -0.79651, 1.55406, -0.536618, 0.593331, -5.36618, 5.93331
89.4, 8.15181, -6.93928, -0.850293, 1.61328, -0.538826, 0.591326, -5.38826, 5.91326
89.5, 8.06436, -6.77529, -0.9043, 1.6723, -0.541091, 0.589254, -5.41091, 5.89254
89.6, 7.97149, -6.60541, -0.958536, 1.73111, -0.543419, 0.587108, -5.43419, 5.87108
89.7, 7.87318, -6.42966, -1.01301, 1.7897, -0.545815, 0.584881, -5.45815, 5.84881
89.8, 7.76942, -6.24806, -1.06773, 1.84806, -0.548285, 0.582566, -5.48285, 5.82566
89.9, 7.66018, -6.06064, -1.12269, 1.90619, -0.550837, 0.580154, -5.50837, 5.80154
90, 7.54543, -5.86741, -1.17792, 1.96406, -0.553478, 0.577635, -5.53478, 5.77635
90.1, 7.42514, -5.66841, -1.23342, 2.02168, -0.556216, 0.574999, -5.56216, 5.74999
90.2, 7.29929, -5.46366, -1.2892, 2.07903, -0.559062, 0.572233, -5.59062, 5.72233
90.3, 7.16785, -5.25319, -1.34527, 2.1361, -0.562025, 0.569323, -5.62025, 5.69323
90.4, 7.03079, -5.03702, -1.40164, 2.19286, -0.565118, 0.566252, -5.65118, 5.66252
90.5, 6.88808, -4.81519, -1.45833, 2.24931, -0.568354, 0.563004, -5.68354, 5.63004
90.6, 6.73968, -4.58773, -1.51535, 2.30542, -0.571749, 0.559556, -5.71749, 5.59556
90.7, 6.58557, -4.35468, -1.57272, 2.36118, -0.57532, 0.555884, -5.7532, 5.55884
90.8, 6.4257, -4.11607, -1.63045, 2.41655, -0.579086, 0.551959, -5.79086, 5.51959
90.9, 6.26004, -3.87193, -1.68858, 2.47152, -0.583072, 0.547747, -5.83072, 5.47747
91, 6.08855, -3.62232, -1.74712, 2.52605, -0.587303, 0.543208, -5.87303, 5.43208
91.1, 5.91119, -3.36728, -1.80609, 2.5801, -0.59181, 0.538294, -5.9181, 5.38294
91.2, 5.72791, -3.10686, -1.86554, 2.63364, -0.59663, 0.532947, -5.9663, 5.32947
91.3, 5.53867, -2.84111, -1.92548, 2.68662, -0.601804, 0.527097, -6.01804, 5.27097
91.4, 5.3434, -2.57008, -1.98596, 2.73898, -0.607383, 0.520659, -6.07383, 5.20659
91.5, 5.14206, -2.29385, -2.04703, 2.79066, -0.613427, 0.513524, -6.13427, 5.13524
91.6, 4.93459, -2.01249, -2.10873, 2.84158, -0.620007, 0.50556, -6.20007, 5.0556
91.7, 4.72091, -1.72607, -2.17112, 2.89165, -0.62721, 0.496596, -6.2721, 4.96596
91.8, 4.50096, -1.43469, -2.23427, 2.94076, -0.635141, 0.486411, -6.35141, 4.86411
91.9, 4.27467, -1.13844, -2.29826, 2.98878, -0.643927, 0.474718, -6.43927, 4.74718
92, 4.04193, -0.837448, -2.36318, 3.03552, -0.653726, 0.461132, -6.53726, 4.61132
92.1, 3.80265, -0.531846, -2.42915, 3.08077, -0.664728, 0.445125, -6.64728, 4.45125
92.2, 3.55672, -0.221796, -2.4963, 3.12426, -0.677165, 0.425967, -6.77165, 4.25967
92.3, 3.30402, 0.0925103, -2.56477, 3.16561, -0.691309, 0.402607, -6.91309, 4.02607
92.4, 3.04441, 0.410838, -2.63478, 3.20433, -0.707458, 0.373502, -7.07458, 3.73502
92.5, 2.77772, 0.732894, -2.70652, 3.23971, -0.725876, 0.33631, -7.25876, 3.3631
92.6, 2.50377, 1.0583, -2.78023, 3.27077, -0.746605, 0.287369, -7.46605, 2.87369
92.7, 2.22235, 1.38657, -2.85611, 3.29602, -0.768923, 0.22081, -7.68923, 2.2081
92.8, 1.93324, 1.71703, -2.93418, 3.31323, -0.789821, 0.127213, -7.89821, 1.27213
92.9, 1.63624, 2.04872, -3.01388, 3.31895, -0.799965, -0.00745624, -7.99965, -0.0745624
93, 1.33127, 2.38029, -3.09296, 3.30823, -0.775214, -0.197594, -7.75214, -1.97594
93.1, 1.01862, 2.70985, -3.16566, 3.27569, -0.672384, -0.433473, -6.72384, -4.33473
93.2, 0.699324, 3.03509, -3.22251, 3.22005, -0.471454, -0.646321, -4.71454, -6.46321
93.3, 0.375344, 3.35395, -3.25659, 3.14807, -0.235795, -0.764461, -2.35795, -7.64461
93.4, 0.0489704, 3.66523, -3.26893, 3.06923, -0.0399173, -0.799004, -0.399173, -7.99004
93.5, -0.277849, 3.96856, -3.26479, 2.98943, 0.100384, -0.793677, 1.00384, -7.93677
93.6, -0.603701, 4.26396, -3.24909, 2.91104, 0.198105, -0.775083, 1.98105, -7.75083
93.7, -0.927594, 4.55161, -3.22527, 2.83469, 0.267525, -0.753943, 2.67525, -7.53943
93.8, -1.24883, 4.83172, -3.19559, 2.76042, 0.318473, -0.733877, 3.18473, -7.33877
93.9, -1.56689, 5.10449, -3.16154, 2.68804, 0.357113, -0.71587, 3.57113, -7.1587
94, -1.88138, 5.3701, -3.12411, 2.61734, 0.387299, -0.7, 3.87299, -7
94.1, -2.19201, 5.6287, -3.08401, 2.54812, 0.411489, -0.686059, 4.11489, -6.86059
94.2, -2.49852, 5.88045, -3.04174, 2.4802, 0.431303, -0.673778, 4.31303, -6.73778
94.3, -2.80072, 6.12546, -2.99767, 2.41343, 0.44784, -0.662902, 4.4784, -6.62902
94.4, -3.09845, 6.36383, -2.9521, 2.34769, 0.461864, -0.653209, 4.61864, -6.53209
94.5, -3.39156, 6.59568, -2.90524, 2.28285, 0.473924, -0.644513, 4.73924, -6.44513
94.6, -3.67994, 6.82108, -2.85726, 2.21884, 0.484421, -0.636661, 4.84421, -6.36661
94.7, -3.96347, 7.04011, -2.8083, 2.15557, 0.493655, -0.629527, 4.93655, -6.29527
94.8, -4.24206, 7.25284, -2.75847, 2.09298, 0.501855, -0.62301, 5.01855, -6.2301
94.9, -4.51564, 7.45935, -2.70788, 2.03101, 0.509198, -0.617023, 5.09198, -6.17023
95, -4.78412, 7.65968, -2.65659, 1.96962, 0.515822, -0.611496, 5.15822, -6.11496
95.1, -5.04745, 7.8539, -2.60467, 1.90875, 0.521838, -0.60637, 5.21838, -6.0637
95.2, -5.30556, 8.04205, -2.55218, 1.84838, 0.527336, -0.601595, 5.27336, -6.01595
95.3, -5.5584, 8.22419, -2.49916, 1.78847, 0.532387, -0.59713, 5.32387, -5.9713
95.4, -5.80591, 8.40036, -2.44567, 1.72899, 0.537052, -0.592938, 5.37052, -5.92938
95.5, -6.04805, 8.5706, -2.39172, 1.66991, 0.54138, -0.588989, 5.4138, -5.88989
95.6, -6.28478, 8.73494, -2.33736, 1.61122, 0.545412, -0.585257, 5.45412, -5.85257
95.7, -6.51605, 8.89344, -2.28261, 1.55289, 0.549184, -0.581719, 5.49184, -5.81719
95.8, -6.74184, 9.04611, -2.22749, 1.49491, 0.552725, -0.578356, 5.52725, -5.78356
95.9, -6.96209, 9.19301, -2.17203, 1.43725, 0.55606, -0.57515, 5.5606, -5.7515
96, -7.17679, 9.33415, -2.11625, 1.3799, 0.559212, -0.572085, 5.59212, -5.72085
96.1, -7.38589, 9.46957, -2.06017, 1.32286, 0.5622, -0.56915, 5.622, -5.6915
96.2, -7.58938, 9.5993, -2.00379, 1.2661, 0.565039, -0.566331, 5.65039, -5.66331
96.3, -7.78721, 9.72337, -1.94714, 1.20962, 0.567745, -0.563618, 5.67745, -5.63618
96.4, -7.97936, 9.8418, -1.89022, 1.1534, 0.57033, -0.561002, 5.7033, -5.61002
96.5, -8.16581, 9.95462, -1.83305, 1.09744, 0.572806, -0.558474, 5.72806, -5.58474
96.6, -8.34654, 10.0619, -1.77564, 1.04173, 0.575181, -0.556028, 5.75181, -5.56028
96.7, -8.52151, 10.1635, -1.71799, 0.986254, 0.577466, -0.553655, 5.77466, -5.53655
96.8, -8.69071, 10.2597, -1.66012, 0.931016, 0.579667, -0.551349, 5.79667, -5.51349
96.9, -8.85411, 10.3503, -1.60204, 0.876005, 0.581793, -0.549106, 5.81793, -5.49106
97, -9.01169, 10.4354, -1.54375, 0.821215, 0.583849, -0.546919, 5.83849, -5.46919
97.1, -9.16343, 10.5151, -1.48525, 0.766641, 0.585842, -0.544784, 5.85842, -5.44784
97.2, -9.30932, 10.5893, -1.42656, 0.712278, 0.587776, -0.542697, 5.87776, -5.42697
97.3, -9.44933, 10.6581, -1.36768, 0.658121, 0.589656, -0.540653, 5.89656, -5.40653
97.4, -9.58344, 10.7215, -1.30861, 0.604166, 0.591487, -0.538649, 5.91487, -5.38649
97.5, -9.71163, 10.7795, -1.24936, 0.55041, 0.593273, -0.536682, 5.93273, -5.36682
97.6, -9.8339, 10.8321, -1.18994, 0.496848, 0.595017, -0.534748, 5.95017, -5.34748
97.7, -9.95021, 10.8794, -1.13035, 0.443479, 0.596723, -0.532843, 5.96723, -5.32843
97.8, -10.0606, 10.9213, -1.07058, 0.390298, 0.598394, -0.530966, 5.98394, -5.30966
97.9, -10.1649, 10.958, -1.01065, 0.337303, 0.600032, -0.529114, 6.00032, -5.29114
98, -10.2633, 10.9893, -0.950559, 0.284493, 0.601642, -0.527283, 6.01642, -5.27283
98.1, -10.3556, 11.0154, -0.890308, 0.231864, 0.603224, -0.525472, 6.03224, -5.25472
98.2, -10.4419, 11.0362, -0.8299, 0.179416, 0.604782, -0.523678, 6.04782, -5.23678
98.3, -10.5222, 11.0518, -0.769337, 0.127146, 0.606318, -0.521899, 6.06318, -5.21899
98.4, -10.5964, 11.0622, -0.708621, 0.0750533, 0.607834, -0.520132, 6.07834, -5.20132
98.5, -10.6645, 11.0674, -0.647755, 0.0231367, 0.609332, -0.518377, 6.09332, -5.18377
98.6, -10.7266, 11.0673, -0.586741, -0.0286048, 0.610814, -0.51663, 6.10814, -5.1663
98.7, -10.7825, 11.0622, -0.525578, -0.080172, 0.612282, -0.514889, 6.12282, -5.14889
98.8, -10.8323, 11.0518, -0.46427, -0.131565, 0.613737, -0.513154, 6.13737, -5.13154
98.9, -10.876, 11.0364, -0.402817, -0.182786, 0.615182, -0.511421, 6.15182, -5.11421
99, -10.9135, 11.0158, -0.34122, -0.233832, 0.616617, -0.509689, 6.16617, -5.09689
99.1, -10.9448, 10.9901, -0.279479, -0.284706, 0.618046, -0.507956, 6.18046, -5.07956
99.2, -10.97, 10.9594, -0.217596, -0.335406, 0.619469, -0.50622, 6.19469, -5.0622
99.3, -10.9889, 10.9235, -0.155571, -0.385932, 0.620887, -0.504479, 6.20887, -5.04479
99.4, -11.0017, 10.8827, -0.0934049, -0.436284, 0.622303, -0.502732, 6.22303, -5.02732
99.5, -11.0082, 10.8368, -0.0310968, -0.486461, 0.623718, -0.500975, 6.23718, -5.00975
99.6, -11.0085, 10.7859, 0.0313528, -0.536461, 0.625133, -0.499208, 6.25133, -4.99208
99.7, -11.0026, 10.73, 0.0939441, -0.586284, 0.62655, -0.497428, 6.2655, -4.97428
99.8, -10.9904, 10.6691, 0.156677, -0.635929, 0.627971, -0.495633, 6.27971, -4.95633
99.9, -10.9719, 10.6033, 0.219553, -0.685392, 0.629398, -0.493821, 6.29398, -4.93821
100, -10.9471, 10.5326, 0.282571, -0.734674, 0.63083, -0.491989, 6.3083, -4.91989
